id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction
584629,13,BlockedShot,0.889000015258789,0.45599998474121095,0.03738508000969887,Rodrigo Muniz,a,10717,FromCorner,2024,Head,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Andreas Pereira,Cross
584636,47,MissedShots,0.9619999694824218,0.6279999923706054,0.018717896193265915,Alex Iwobi,a,500,FromCorner,2024,Head,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Andreas Pereira,Cross
584637,49,MissedShots,0.950999984741211,0.5929999923706055,0.06600375473499298,Kenny Tete,a,5973,FromCorner,2024,Head,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Andreas Pereira,Cross
584641,61,SavedShot,0.8630000305175781,0.48400001525878905,0.04453698918223381,Rodrigo Muniz,a,10717,OpenPlay,2024,RightFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,,Aerial
584644,70,BlockedShot,0.8090000152587891,0.5120000076293946,0.05785633623600006,Adama Traoré,a,900,OpenPlay,2024,RightFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Sasa Lukic,Pass
584645,71,BlockedShot,0.7580000305175781,0.3609999847412109,0.020298421382904053,Adama Traoré,a,900,OpenPlay,2024,RightFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Andreas Pereira,Pass
584646,75,BlockedShot,0.8230000305175781,0.5720000076293945,0.03420756012201309,Calvin Bassey,a,11728,FromCorner,2024,LeftFoot,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Rodrigo Muniz,BallTouch
584649,90,MissedShots,0.915,0.4279999923706055,0.0817909836769104,Calvin Bassey,a,11728,SetPiece,2024,Head,26602,Manchester United,Fulham,1,0,2024-08-16 19:00:00,Andreas Pereira,Cross
584686,1,BlockedShot,0.8569999694824219,0.3270000076293945,0.04620541259646416,Omari Hutchinson,h,10348,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,None
584688,19,SavedShot,0.9130000305175782,0.5070000076293946,0.05428255349397659,Jacob Greaves,h,12745,SetPiece,2024,Head,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Sam Morsy,Aerial
584690,31,SavedShot,0.7880000305175782,0.45,0.08377160131931305,Omari Hutchinson,h,10348,OpenPlay,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Liam Delap,TakeOn
584691,40,MissedShots,0.91,0.534000015258789,0.048458486795425415,Axel Tuanzebe,h,934,SetPiece,2024,Head,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,Aerial
584701,67,MissedShots,0.8540000152587891,0.4909999847412109,0.04051180183887482,Omari Hutchinson,h,10348,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Liam Delap,Aerial
584710,97,BlockedShot,0.79,0.605,0.0156412236392498,Jack Taylor,h,12754,FromCorner,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,Aerial
584711,97,BlockedShot,0.919000015258789,0.66,0.05373026803135872,Jacob Greaves,h,12745,FromCorner,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Sammie Szmodics,Pass
584687,15,BlockedShot,0.7559999847412109,0.34400001525878904,0.020976830273866653,Dominik Szoboszlai,a,9788,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Trent Alexander-Arnold,Pass
584689,30,BlockedShot,0.825,0.6129999923706054,0.03314458578824997,Dominik Szoboszlai,a,9788,FromCorner,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,None
584692,44,MissedShots,0.8109999847412109,0.36,0.029116395860910416,Trent Alexander-Arnold,a,1791,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Mohamed Salah,Pass
584693,46,BlockedShot,0.874000015258789,0.33799999237060546,0.0402679517865181,Mohamed Salah,a,1250,FromCorner,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Luis Díaz,Pass
584694,47,MissedShots,0.8159999847412109,0.634000015258789,0.029835231602191925,Luis Díaz,a,10408,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Dominik Szoboszlai,TakeOn
584695,54,MissedShots,0.9540000152587891,0.5259999847412109,0.7516331076622009,Luis Díaz,a,10408,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Trent Alexander-Arnold,Pass
584696,58,BlockedShot,0.8530000305175781,0.5529999923706055,0.08850812166929245,Dominik Szoboszlai,a,9788,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Luis Díaz,Pass
584697,58,BlockedShot,0.8090000152587891,0.5309999847412109,0.05343359708786011,Alexis Mac Allister,a,8379,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,BallTouch
584698,58,MissedShots,0.9290000152587891,0.48900001525878906,0.41533225774765015,Diogo Jota,a,6854,OpenPlay,2024,Head,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Trent Alexander-Arnold,Cross
584699,59,Goal,0.9019999694824219,0.524000015258789,0.44803667068481445,Diogo Jota,a,6854,OpenPlay,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Mohamed Salah,Pass
584700,64,Goal,0.9369999694824219,0.4490000152587891,0.5713244676589966,Mohamed Salah,a,1250,OpenPlay,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,None
584702,70,SavedShot,0.8369999694824218,0.5629999923706055,0.40319985151290894,Mohamed Salah,a,1250,OpenPlay,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Dominik Szoboszlai,Throughball
584703,77,MissedShots,0.914000015258789,0.545,0.04818877577781677,Diogo Jota,a,6854,OpenPlay,2024,Head,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Andrew Robertson,Aerial
584704,87,BlockedShot,0.9030000305175782,0.6090000152587891,0.134298637509346,Luis Díaz,a,10408,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Dominik Szoboszlai,Pass
584705,91,MissedShots,0.79,0.46,0.016664598137140274,Alexis Mac Allister,a,8379,FromCorner,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,Aerial
584706,92,BlockedShot,0.904000015258789,0.5870000076293945,0.12883269786834717,Dominik Szoboszlai,a,9788,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Cody Gakpo,Cross
584707,93,SavedShot,0.9309999847412109,0.34700000762939454,0.08194273710250854,Mohamed Salah,a,1250,OpenPlay,2024,LeftFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,None
584708,93,BlockedShot,0.885,0.40200000762939453,0.07648533582687378,Conor Bradley,a,10120,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,,Rebound
584709,93,SavedShot,0.9640000152587891,0.4209999847412109,0.5641074180603027,Conor Bradley,a,10120,OpenPlay,2024,RightFoot,26603,Ipswich,Liverpool,0,2,2024-08-17 11:30:00,Luis Díaz,Pass
584738,13,SavedShot,0.735,0.435,0.01839972287416458,Ben White,h,7298,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Thomas Partey,Pass
584739,13,BlockedShot,0.845999984741211,0.33099998474121095,0.04652799665927887,Kai Havertz,h,5220,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Thomas Partey,Pass
584740,14,SavedShot,0.8719999694824219,0.29600000381469727,0.042397331446409225,Bukayo Saka,h,7322,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Thomas Partey,Pass
584741,15,MissedShots,0.8180000305175781,0.34599998474121096,0.03666941821575165,Ben White,h,7298,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Gabriel Martinelli,Pass
584742,17,SavedShot,0.8430000305175781,0.3320000076293945,0.04708961397409439,Bukayo Saka,h,7322,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Kai Havertz,BallTouch
584743,18,MissedShots,0.8490000152587891,0.555,0.09148702770471573,Declan Rice,h,5553,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Bukayo Saka,Pass
584744,24,Goal,0.9230000305175782,0.49599998474121093,0.38228997588157654,Kai Havertz,h,5220,OpenPlay,2024,Head,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Bukayo Saka,Cross
584747,36,MissedShots,0.93,0.44400001525878907,0.3456461727619171,Bukayo Saka,h,7322,OpenPlay,2024,Head,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Gabriel Martinelli,Cross
584748,39,MissedShots,0.754000015258789,0.455,0.03208760544657707,Bukayo Saka,h,7322,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Martin Odegaard,Dispossessed
584749,43,BlockedShot,0.9380000305175781,0.6719999694824219,0.08772515505552292,Gabriel Martinelli,h,7752,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Declan Rice,Pass
584750,49,MissedShots,0.8819999694824219,0.580999984741211,0.11598746478557587,Kai Havertz,h,5220,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Gabriel Martinelli,Pass
584751,54,BlockedShot,0.9490000152587891,0.4470000076293945,0.0635012686252594,Gabriel,h,5613,FromCorner,2024,Head,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Bukayo Saka,Aerial
584752,58,MissedShots,0.8190000152587891,0.5570000076293945,0.06625648587942123,Thomas Partey,h,2328,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,None
584753,58,BlockedShot,0.91,0.33299999237060546,0.09203284978866577,Kai Havertz,h,5220,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Thomas Partey,Pass
584757,69,SavedShot,0.785,0.3029999923706055,0.018265416845679283,Martin Odegaard,h,2517,SetPiece,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Bukayo Saka,Pass
584758,70,BlockedShot,0.8040000152587891,0.31,0.02358955144882202,Jurriën Timber,h,11707,FromCorner,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Bukayo Saka,Pass
584759,73,Goal,0.8690000152587891,0.29600000381469727,0.05284270644187927,Bukayo Saka,h,7322,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Kai Havertz,Pass
584760,79,BlockedShot,0.8540000152587891,0.3129999923706055,0.06550727784633636,Kai Havertz,h,5220,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Martin Odegaard,Pass
584737,5,BlockedShot,0.865,0.40599998474121096,0.06888187676668167,Matt Doherty,a,6852,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,None
584745,28,MissedShots,0.755,0.445,0.06651081889867783,Jean-Ricner Bellegarde,a,7762,DirectFreekick,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,Standard
584746,35,SavedShot,0.9130000305175782,0.4570000076293945,0.2483385056257248,Jørgen Strand Larsen,a,11070,OpenPlay,2024,Head,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Hee-Chan Hwang,Cross
584754,61,MissedShots,0.7,0.5870000076293945,0.012581726536154747,Rayan Ait Nouri,a,6674,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,BallRecovery
584755,64,MissedShots,0.8540000152587891,0.6530000305175782,0.034229446202516556,Rodrigo Gomes,a,12756,OpenPlay,2024,RightFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Yerson Mosquera,Cross
584756,67,SavedShot,0.8490000152587891,0.34799999237060547,0.043061111122369766,Matheus Cunha,a,7080,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,BallRecovery
584761,91,MissedShots,0.960999984741211,0.36,0.016207994893193245,Matt Doherty,a,6852,OpenPlay,2024,Head,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Chiquinho,Cross
584762,93,SavedShot,0.8540000152587891,0.41,0.04113229736685753,Pablo Sarabia,a,2199,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,Matheus Cunha,Cross
584763,95,MissedShots,0.7859999847412109,0.41,0.044891152530908585,Daniel Podence,a,8291,OpenPlay,2024,LeftFoot,26604,Arsenal,Wolverhampton Wanderers,2,0,2024-08-17 14:00:00,,TakeOn
584764,3,SavedShot,0.879000015258789,0.2589999961853027,0.03568233549594879,Jack Harrison,h,8720,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,James Tarkowski,Chipped
584766,11,MissedShots,0.879000015258789,0.355,0.06044536083936691,Jack Harrison,h,8720,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,,None
584767,13,MissedShots,0.9359999847412109,0.6780000305175782,0.007663548458367586,James Tarkowski,h,1665,SetPiece,2024,Head,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Dwight McNeil,Aerial
584770,19,MissedShots,0.8640000152587891,0.6419999694824219,0.06267308443784714,Tim Iroegbunam,h,9554,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,,BallRecovery
584773,28,MissedShots,0.7559999847412109,0.49,0.011460813693702221,Idrissa Gueye,h,668,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,,Aerial
584774,36,BlockedShot,0.8090000152587891,0.5640000152587891,0.04179658368229866,Tim Iroegbunam,h,9554,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,,None
584775,50,BlockedShot,0.9269999694824219,0.509000015258789,0.11287607997655869,Abdoulaye Doucouré,h,1726,OpenPlay,2024,Head,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Jack Harrison,Cross
584777,58,BlockedShot,0.899000015258789,0.3240000152587891,0.06423038989305496,Jack Harrison,h,8720,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Ashley Young,Pass
584778,58,BlockedShot,0.7180000305175781,0.515,0.009079660288989544,Michael Keane,h,1653,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,,Rebound
584765,8,ShotOnPost,0.7719999694824219,0.6669999694824219,0.0241545420140028,João Pedro,a,8272,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Danny Welbeck,Pass
584768,15,MissedShots,0.9159999847412109,0.5020000076293946,0.09493531286716461,Lewis Dunk,a,6048,FromCorner,2024,Head,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,James Milner,Cross
584769,16,BlockedShot,0.8830000305175781,0.664000015258789,0.06822261959314346,Kaoru Mitoma,a,10806,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Yankuba Minteh,Pass
584771,25,Goal,0.9640000152587891,0.545,0.7580968141555786,Kaoru Mitoma,a,10806,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Yankuba Minteh,Pass
584772,27,MissedShots,0.8719999694824219,0.595,0.10683576762676239,Danny Welbeck,a,501,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Yankuba Minteh,Pass
584776,55,Goal,0.845,0.5070000076293946,0.1089806854724884,Danny Welbeck,a,501,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Mats Wieffer,Pass
584779,62,SavedShot,0.9259999847412109,0.6070000076293945,0.38201484084129333,Kaoru Mitoma,a,10806,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,João Pedro,Pass
584780,66,SavedShot,0.9219999694824219,0.6990000152587891,0.03524486720561981,Kaoru Mitoma,a,10806,SetPiece,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,James Milner,Pass
584781,71,BlockedShot,0.9209999847412109,0.3270000076293945,0.11487384885549545,Simon Adingra,a,11710,OpenPlay,2024,RightFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,James Milner,BallRecovery
584782,86,Goal,0.8490000152587891,0.5420000076293945,0.09746789187192917,Simon Adingra,a,11710,OpenPlay,2024,LeftFoot,26605,Everton,Brighton,0,3,2024-08-17 14:00:00,Danny Welbeck,Pass
584786,23,BlockedShot,0.879000015258789,0.6769999694824219,0.03689849376678467,Fabian Schär,h,76,SetPiece,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Anthony Gordon,Pass
584788,44,Goal,0.87,0.53,0.36027294397354126,Joelinton,h,87,OpenPlay,2024,LeftFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Alexander Isak,Pass
584789,48,BlockedShot,0.9230000305175782,0.6040000152587891,0.036317985504865646,Joelinton,h,87,FromCorner,2024,Head,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Lewis Hall,Cross
584783,9,BlockedShot,0.9209999847412109,0.4209999847412109,0.12310050427913666,William Smallbone,a,8224,SetPiece,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Joe Ayodele-Aribo,Pass
584784,13,BlockedShot,0.8019999694824219,0.32,0.027181804180145264,William Smallbone,a,8224,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Jack Stephens,Pass
584785,21,MissedShots,0.7630000305175781,0.265,0.0185290165245533,Adam Armstrong,a,4419,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Taylor Harwood-Bellis,Pass
584787,40,MissedShots,0.9480000305175781,0.5659999847412109,0.40193817019462585,Ben Brereton Díaz,a,11815,OpenPlay,2024,Head,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Yukinari Sugawara,Aerial
584790,49,BlockedShot,0.9180000305175782,0.5379999923706055,0.4697476029396057,Adam Armstrong,a,4419,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Joe Ayodele-Aribo,Pass
584791,49,BlockedShot,0.9290000152587891,0.5840000152587891,0.4089212417602539,Ben Brereton Díaz,a,11815,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,,Rebound
584792,50,SavedShot,0.845,0.32799999237060545,0.07679979503154755,Adam Armstrong,a,4419,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Ben Brereton Díaz,Pass
584793,61,BlockedShot,0.8419999694824218,0.529000015258789,0.059127405285835266,William Smallbone,a,8224,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,,Tackle
584794,61,BlockedShot,0.8480000305175781,0.5609999847412109,0.058432336896657944,Adam Armstrong,a,4419,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,,Rebound
584795,62,BlockedShot,0.86,0.41200000762939454,0.07251161336898804,Flynn Downes,a,10845,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Adam Armstrong,Pass
584796,62,BlockedShot,0.830999984741211,0.34799999237060547,0.03836316242814064,Joe Ayodele-Aribo,a,10766,OpenPlay,2024,LeftFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Flynn Downes,Rebound
584797,68,BlockedShot,0.710999984741211,0.44299999237060544,0.02151207998394966,Kyle Walker-Peters,a,885,FromCorner,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Flynn Downes,Pass
584798,77,MissedShots,0.8730000305175781,0.3110000038146973,0.0503203310072422,Kyle Walker-Peters,a,885,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Jan Bednarek,Pass
584799,77,BlockedShot,0.860999984741211,0.6020000076293945,0.0737469419836998,Adam Armstrong,a,4419,OpenPlay,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Flynn Downes,Pass
584800,85,BlockedShot,0.8219999694824218,0.3129999923706055,0.032747477293014526,Samuel Amo-Ameyaw,a,11618,OpenPlay,2024,LeftFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Tyler Dibling,Pass
584801,86,SavedShot,0.915,0.549000015258789,0.039343107491731644,Carlos Alcaraz,a,11297,OpenPlay,2024,Head,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Samuel Amo-Ameyaw,Aerial
584802,89,MissedShots,0.8230000305175781,0.5279999923706055,0.05025682970881462,Cameron Archer,a,9912,SetPiece,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Carlos Alcaraz,None
584803,92,BlockedShot,0.7609999847412109,0.6930000305175781,0.0488644577562809,William Smallbone,a,8224,DirectFreekick,2024,RightFoot,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,,Standard
584804,96,SavedShot,0.91,0.5540000152587891,0.08171311765909195,Cameron Archer,a,9912,OpenPlay,2024,Head,26606,Newcastle United,Southampton,1,0,2024-08-17 14:00:00,Samuel Edozie,Cross
584807,17,MissedShots,0.749000015258789,0.6459999847412109,0.016601700335741043,Morgan Gibbs-White,h,6857,OpenPlay,2024,RightFoot,26607,Nottingham Forest,Bournemouth,1,1,2024-08-17 14:00:00,Callum Hudson-Odoi,Pass
584808,22,SavedShot,0.8530000305175781,0.5209999847412109,0.07312792539596558,Ryan Yates,h,11003,OpenPlay,2024,RightFoot,26607,Nottingham Forest,Bournemouth,1,1,2024-08-17 14:00:00,,None
584809,22,Goal,0.9319999694824219,0.524000015258789,0.5572144389152527,Chris Wood,h,4456,OpenPlay,2024,RightFoot,26607,Nottingham Forest,Bournemouth,1,1,2024-08-17 14:00:00,,Rebound
584810,26,MissedShots,0.7469999694824219,0.7030000305175781,0.017010046169161797,Ola Aina,h,725,OpenPlay,2024,RightFoot,26607,Nottingham Forest,Bournemouth,1,1,2024-08-17 14:00:00,Morgan Gibbs-White,Pass
584811,29,SavedShot,0.7380000305175781,0.654000015258789,0.01649528183043003,Anthony Elanga,h,9524,OpenPlay,2024,RightFoot,26607,Nottingham Forest,Bournemouth,1,1,2024-08-17 14:00:00,Morgan Gibbs-White,Pass
584812,30,SavedShot,0.7769999694824219,0.6509999847412109,0.032768700271844864,Callum Hudson-Odoi,h,6456,OpenPlay,2024,RightFoot,26607,Nottingham Forest,Bournemouth,1,1,2024-08-17 14:00:00,,None
584814,40,BlockedShot,0.784000015258789,0.46700000762939453,0.04237230494618416,Ryan Yates,h,11003,OpenPlay,2024,RightFoot,26607,Nottingham Forest,Bournemouth,1,1,2024-08-17 14:00:00,Callum Hudson-Odoi,Pass
